PERSON_ID,QUESTION_ID,CHOICE_ID,ANSWER,F04_FREQUENCY,,,
4,F04,3,1,monatlich,,,
4,F04,4,0,NA,,,
4,F04,5,0,NA,,,
4,F04,6,0,NA,,,
4,F04,7,0,NA,,,
4,F04,8,0,NA,,,
4,F04,9,0,NA,,,
4,F08,1,1,NA,,,
4,F08,2,1,NA,,,
4,F08,3,1,NA,,,
4,F08,4,0,NA,,,
4,F08,5,0,NA,,,
4,F08,6,0,NA,,,
4,F08,7,1,NA,,,
4,F08,8,1,NA,,,
4,F08,9,1,NA,,,
4,F08,10,1,NA,,,
4,F08,11,1,NA,,,
4,F08,12,1,NA,,,
4,F08,13,0,NA,,,
4,F12,1,0,NA,,,
4,F12,2,1,NA,,,
4,F12,3,1,NA,,,
4,F12,4,0,NA,,,
4,F12,5,0,NA,,,
4,F12,6,0,NA,,,
4,F12,7,0,NA,,,
4,F17,1,0,NA,,,
4,F17,2,0,NA,,,
4,F17,3,0,NA,,,
4,F17,4,1,NA,,,
4,F17,5,0,NA,,,
4,F17,6,0,NA,,,
4,F18,1,0,NA,,,
4,F18,2,0,NA,,,
4,F18,3,0,NA,,,
4,F18,4,1,NA,,,
5,F01,1,1,NA,,,
5,F01,2,0,NA,,,
5,F01,3,0,NA,,,
5,F01,4,0,NA,,,
5,F01,5,0,NA,,,
5,F01,6,0,NA,,,
5,F01,7,0,NA,,,
5,F04,1,1,taeglich,,,
5,F04,2,1,taeglich,,,
5,F04,3,1,woechentlich,,,
5,F04,4,0,NA,,,
5,F04,5,1,monatlich,,,
5,F04,6,0,NA,,,
5,F04,7,0,NA,,,
5,F04,8,0,NA,,,
5,F04,9,0,NA,,,
5,F08,1,1,NA,,,
5,F08,2,1,NA,,,
5,F08,3,1,NA,,,
5,F08,4,0,NA,,,
5,F08,5,0,NA,,,
5,F08,6,0,NA,,,
5,F08,7,1,NA,,,
5,F08,8,1,NA,,,
5,F08,9,0,NA,,,
5,F08,10,0,NA,,,
5,F08,11,1,NA,,,
5,F08,12,0,NA,,,
5,F08,13,0,NA,,,
5,F12,1,0,NA,,,
5,F12,2,1,NA,,,
5,F12,3,1,NA,,,
5,F12,4,0,NA,,,
5,F12,5,0,NA,,,
5,F12,6,0,NA,,,
5,F12,7,0,NA,,,
5,F17,1,0,NA,,,
5,F17,2,0,NA,,,
5,F17,3,1,NA,,,
5,F17,4,0,NA,,,
5,F17,5,0,NA,,,
5,F17,6,0,NA,,,
5,F18,1,0,NA,,,
5,F18,2,0,NA,,,
5,F18,3,0,NA,,,
5,F18,4,1,NA,,,
6,F01,1,1,NA,,,
6,F01,2,0,NA,,,
6,F01,3,0,NA,,,
6,F01,4,0,NA,,,
6,F01,5,0,NA,,,
6,F01,6,0,NA,,,
6,F01,7,0,NA,,,
6,F04,1,1,taeglich,,,
6,F04,2,0,NA,,,
6,F04,3,1,woechentlich,,,
6,F04,4,0,NA,,,
6,F04,5,0,NA,,,
6,F04,6,0,NA,,,
6,F04,7,0,NA,,,
6,F04,8,0,NA,,,
6,F04,9,0,NA,,,
6,F08,1,0,NA,,,
6,F08,2,1,NA,,,
6,F08,3,0,NA,,,
6,F08,4,0,NA,,,
6,F08,5,0,NA,,,
6,F08,6,0,NA,,,
6,F08,7,1,NA,,,
6,F08,8,0,NA,,,
6,F08,9,0,NA,,,
6,F08,10,0,NA,,,
6,F08,11,0,NA,,,
6,F08,12,0,NA,,,
6,F08,13,0,NA,,,
6,F12,1,0,NA,,,
6,F12,2,0,NA,,,
6,F12,3,0,NA,,,
6,F12,4,0,NA,,,
6,F12,5,0,NA,,,
6,F12,6,0,NA,,,
6,F12,7,0,NA,,,
6,F17,1,0,NA,,,
6,F17,2,0,NA,,,
6,F17,3,1,NA,,,
6,F17,4,0,NA,,,
6,F17,5,0,NA,,,
6,F17,6,0,NA,,,
6,F18,1,0,NA,,,
6,F18,2,0,NA,,,
6,F18,3,0,NA,,,
6,F18,4,1,NA,,,
7,F01,1,1,NA,,,
7,F01,2,0,NA,,,
7,F01,3,0,NA,,,
7,F01,4,0,NA,,,
7,F01,5,0,NA,,,
7,F01,6,0,NA,,,
7,F01,7,0,NA,,,
7,F04,1,1,NA,,,
7,F04,2,1,NA,,,
7,F04,3,1,NA,,,
7,F04,4,0,NA,,,
7,F04,5,0,NA,,,
7,F04,6,0,NA,,,
7,F04,7,0,NA,,,
7,F04,8,0,NA,,,
7,F04,9,1,NA,,,
7,F08,1,0,NA,,,
7,F08,2,1,NA,,,
7,F08,3,0,NA,,,
7,F08,4,0,NA,,,
7,F08,5,0,NA,,,
7,F08,6,0,NA,,,
7,F08,7,1,NA,,,
7,F08,8,0,NA,,,
7,F08,9,1,NA,,,
7,F08,10,0,NA,,,
7,F08,11,0,NA,,,
7,F08,12,1,NA,,,
7,F08,13,0,NA,,,
7,F12,1,0,NA,,,
7,F12,2,0,NA,,,
7,F12,3,0,NA,,,
7,F12,4,0,NA,,,
7,F12,5,0,NA,,,
7,F12,6,0,NA,,,
7,F12,7,0,NA,,,
7,F17,1,0,NA,,,
7,F17,2,0,NA,,,
7,F17,3,0,NA,,,
7,F17,4,1,NA,,,
7,F17,5,0,NA,,,
7,F17,6,0,NA,,,
7,F18,1,0,NA,,,
7,F18,2,0,NA,,,
7,F18,3,0,NA,,,
7,F18,4,1,NA,,,
8,F01,1,1,NA,,,
8,F01,2,0,NA,,,
8,F01,3,0,NA,,,
8,F01,4,0,NA,,,
8,F01,5,0,NA,,,
8,F01,6,0,NA,,,
8,F01,7,0,NA,,,
8,F04,1,1,taeglich,,,
8,F04,2,0,NA,,,
8,F04,3,1,woechentlich,,,
8,F04,4,0,NA,,,
8,F04,5,0,NA,,,
8,F04,6,0,NA,,,
8,F04,7,0,NA,,,
8,F04,8,0,NA,,,
8,F04,9,0,NA,,,
8,F08,1,0,NA,,,
8,F08,2,0,NA,,,
8,F08,3,0,NA,,,
8,F08,4,0,NA,,,
8,F08,5,0,NA,,,
8,F08,6,0,NA,,,
8,F08,7,1,NA,,,
8,F08,8,1,NA,,,
8,F08,9,0,NA,,,
8,F08,10,0,NA,,,
8,F08,11,1,NA,,,
8,F08,12,1,NA,,,
8,F08,13,0,NA,,,
8,F12,1,0,NA,,,
8,F12,2,0,NA,,,
8,F12,3,0,NA,,,
9,F12,4,0,NA,,,
8,F12,5,0,NA,,,
8,F12,6,0,NA,,,
8,F12,7,0,NA,,,
8,F17,1,0,NA,,,
8,F17,2,0,NA,,,
8,F17,3,0,NA,,,
8,F17,4,0,NA,,,
8,F17,5,0,NA,,,
8,F17,6,0,NA,,,
8,F18,1,0,NA,,,
8,F18,2,0,NA,,,
8,F18,3,0,NA,,,
8,F18,4,0,NA,,,
9,F01,1,1,NA,,,
9,F01,2,0,NA,,,
9,F01,3,0,NA,,,
9,F01,4,0,NA,,,
9,F01,5,0,NA,,,
9,F01,6,0,NA,,,
9,F01,7,0,NA,,,
9,F04,1,1,taeglich,,,
9,F04,2,1,taeglich,,,
9,F04,3,0,NA,,,
9,F04,4,0,NA,,,
9,F04,5,0,NA,,,
9,F04,6,0,NA,,,
9,F04,7,0,NA,,,
9,F04,8,0,NA,,,
9,F04,9,0,NA,,,
9,F08,1,0,NA,,,
9,F08,2,0,NA,,,
9,F08,3,0,NA,,,
9,F08,4,0,NA,,,
9,F08,5,0,NA,,,
9,F08,6,0,NA,,,
9,F08,7,0,NA,,,
9,F08,8,0,NA,,,
9,F08,9,0,NA,,,
9,F08,10,0,NA,,,
9,F08,11,0,NA,,,
9,F08,12,0,NA,,,
9,F08,13,0,NA,,,
9,F12,1,0,NA,,,
9,F12,2,0,NA,,,
9,F12,3,0,NA,,,
9,F12,4,0,NA,,,
9,F12,5,0,NA,,,
9,F12,6,0,NA,,,
9,F12,7,0,NA,,,
9,F17,1,0,NA,,,
9,F17,2,0,NA,,,
9,F17,3,1,NA,,,
9,F17,4,0,NA,,,
9,F17,5,0,NA,,,
9,F17,6,0,NA,,,
9,F18,1,0,NA,,,
9,F18,2,0,NA,,,
9,F18,3,0,NA,,,
9,F18,4,1,NA,,,
10,F01,1,1,NA,,,
10,F01,2,1,NA,,,
10,F01,3,0,NA,,,
10,F01,4,0,NA,,,
10,F01,5,0,NA,,,
10,F01,6,0,NA,,,
10,F01,7,0,NA,,,
10,F04,1,1,taeglich,,,
10,F04,2,1,monatlich,,,
10,F04,3,0,NA,,,
10,F04,4,1,taeglich,,,
10,F04,5,0,NA,,,
10,F04,6,0,NA,,,
10,F04,7,0,NA,,,
10,F04,8,0,NA,,,
10,F04,9,0,NA,,,
10,F08,1,0,NA,,,
10,F08,2,0,NA,,,
10,F08,3,0,NA,,,
10,F08,4,0,NA,,,
10,F08,5,0,NA,,,
10,F08,6,0,NA,,,
10,F08,7,0,NA,,,
10,F08,8,0,NA,,,
10,F08,9,0,NA,,,
10,F08,10,0,NA,,,
10,F08,11,0,NA,,,
10,F08,12,0,NA,,,
10,F08,13,0,NA,,,
10,F12,1,0,NA,,,
10,F12,2,0,NA,,,
10,F12,3,0,NA,,,
10,F12,4,0,NA,,,
10,F12,5,0,NA,,,
10,F12,6,0,NA,,,
10,F12,7,0,NA,,,
10,F17,1,0,NA,,,
10,F17,2,0,NA,,,
10,F17,3,0,NA,,,
10,F17,4,0,NA,,,
10,F17,5,0,NA,,,
10,F17,6,0,NA,,,
10,F18,1,0,NA,,,
10,F18,2,0,NA,,,
10,F18,3,0,NA,,,
10,F18,4,0,NA,,,
11,F01,1,1,NA,,,
11,F01,2,0,NA,,,
11,F01,3,0,NA,,,
11,F01,4,0,NA,,,
11,F01,5,0,NA,,,
11,F01,6,0,NA,,,
11,F01,7,0,NA,,,
11,F04,1,1,taeglich,,,
11,F04,2,1,woechentlich,,,
11,F04,3,1,woechentlich,,,
11,F04,4,0,NA,,,
11,F04,5,0,NA,,,
11,F04,6,0,NA,,,
11,F04,7,0,NA,,,
11,F04,8,0,NA,,,
11,F04,9,0,NA,,,
11,F08,1,1,NA,,,
11,F08,2,1,NA,,,
11,F08,3,1,NA,,,
11,F08,4,0,NA,,,
11,F08,5,0,NA,,,
11,F08,6,0,NA,,,
11,F08,7,1,NA,,,
11,F08,8,1,NA,,,
11,F08,9,0,NA,,,
11,F08,10,0,NA,,,
11,F08,11,0,NA,,,
11,F08,12,1,NA,,,
11,F08,13,0,NA,,,
11,F12,1,0,NA,,,
11,F12,2,0,NA,,,
11,F12,3,0,NA,,,
11,F12,4,0,NA,,,
11,F12,5,0,NA,,,
11,F12,6,0,NA,,,
11,F12,7,0,NA,,,
11,F17,1,0,NA,,,
11,F17,2,0,NA,,,
11,F17,3,1,NA,,,
11,F17,4,0,NA,,,
11,F17,5,0,NA,,,
11,F17,6,0,NA,,,
11,F18,1,0,NA,,,
11,F18,2,0,NA,,,
11,F18,3,0,NA,,,
11,F18,4,0,NA,,,
12,F01,1,1,NA,,,
12,F01,2,0,NA,,,
12,F01,3,0,NA,,,
12,F01,4,0,NA,,,
12,F01,5,0,NA,,,
12,F01,6,0,NA,,,
12,F01,7,0,NA,,,
12,F04,1,1,taeglich,,,
12,F04,2,1,taeglich,,,
12,F04,3,1,taeglich,,,
12,F04,4,1,taeglich,,,
12,F04,5,0,NA,,,
12,F04,6,0,NA,,,
12,F04,7,0,NA,,,
12,F04,8,0,NA,,,
12,F04,9,0,NA,,,
12,F08,1,1,NA,,,
12,F08,2,1,NA,,,
12,F08,3,1,NA,,,
12,F08,4,0,NA,,,
12,F08,5,1,NA,,,
12,F08,6,0,NA,,,
12,F08,7,0,NA,,,
12,F08,8,0,NA,,,
12,F08,9,0,NA,,,
12,F08,10,0,NA,,,
12,F08,11,0,NA,,,
12,F08,12,0,NA,,,
12,F08,13,0,NA,,,
12,F12,1,0,NA,,,
12,F12,2,0,NA,,,
12,F12,3,0,NA,,,
12,F12,4,0,NA,,,
12,F12,5,0,NA,,,
12,F12,6,0,NA,,,
12,F12,7,0,NA,,,
12,F17,1,0,NA,,,
12,F17,2,0,NA,,,
12,F17,3,0,NA,,,
12,F17,4,0,NA,,,
12,F17,5,0,NA,,,
12,F17,6,0,NA,,,
12,F18,1,0,NA,,,
12,F18,2,0,NA,,,
12,F18,3,0,NA,,,
12,F18,4,0,NA,,,
13,F01,1,1,NA,,,
13,F01,2,1,NA,,,
13,F01,3,0,NA,,,
13,F01,4,0,NA,,,
13,F01,5,0,NA,,,
13,F01,6,0,NA,,,
13,F01,7,0,NA,,,
13,F04,1,0,NA,,,
13,F04,2,1,taeglich,,,
13,F04,3,0,NA,,,
13,F04,4,0,NA,,,
13,F04,5,0,NA,,,
13,F04,6,0,NA,,,
13,F04,7,0,NA,,,
13,F04,8,0,NA,,,
13,F04,9,0,NA,,,
13,F08,1,1,NA,,,
13,F08,2,1,NA,,,
13,F08,3,1,NA,,,
13,F08,4,0,NA,,,
13,F08,5,0,NA,,,
13,F08,6,0,NA,,,
13,F08,7,1,NA,,,
13,F08,8,1,NA,,,
13,F08,9,1,NA,,,
13,F08,10,1,NA,,,
13,F08,11,1,NA,,,
13,F08,12,0,NA,,,
13,F08,13,0,NA,,,
13,F12,1,0,NA,,,
13,F12,2,1,NA,,,
13,F12,3,1,NA,,,
13,F12,4,0,NA,,,
13,F12,5,0,NA,,,
13,F12,6,0,NA,,,
13,F12,7,0,NA,,,
13,F17,1,0,NA,,,
13,F17,2,0,NA,,,
13,F17,3,0,NA,,,
13,F17,4,1,NA,,,
13,F17,5,0,NA,,,
13,F17,6,0,NA,,,
13,F18,1,0,NA,,,
13,F18,2,0,NA,,,
13,F18,3,1,NA,,,
13,F18,4,0,NA,,,
14,F01,1,1,NA,,,
14,F01,2,0,NA,,,
14,F01,3,0,NA,,,
14,F01,4,0,NA,,,
14,F01,5,0,NA,,,
14,F01,6,0,NA,,,
14,F01,7,0,NA,,,
14,F04,1,1,taeglich,,,
14,F04,2,0,NA,,,
14,F04,3,0,NA,,,
14,F04,4,0,NA,,,
14,F04,5,0,NA,,,
14,F04,6,0,NA,,,
14,F04,7,0,NA,,,
14,F04,8,0,NA,,,
14,F04,9,0,NA,,,
14,F08,1,0,NA,,,
14,F08,2,0,NA,,,
14,F08,3,0,NA,,,
14,F08,4,0,NA,,,
14,F08,5,1,NA,,,
14,F08,6,0,NA,,,
14,F08,7,1,NA,,,
14,F08,8,1,NA,,,
14,F08,9,1,NA,,,
14,F08,10,0,NA,,,
14,F08,11,0,NA,,,
14,F08,12,0,NA,,,
14,F08,13,0,NA,,,
14,F12,1,0,NA,,,
14,F12,2,0,NA,,,
14,F12,3,0,NA,,,
14,F12,4,0,NA,,,
14,F12,5,1,NA,,,
14,F12,6,0,NA,,,
14,F12,7,0,NA,,,
14,F17,1,0,NA,,,
14,F17,2,0,NA,,,
14,F17,3,1,NA,,,
14,F17,4,0,NA,,,
14,F17,5,0,NA,,,
14,F17,6,0,NA,,,
14,F18,1,0,NA,,,
14,F18,2,0,NA,,,
14,F18,3,0,NA,,,
14,F18,4,1,NA,,,
15,F01,1,1,NA,,,
15,F01,2,0,NA,,,
15,F01,3,0,NA,,,
15,F01,4,0,NA,,,
15,F01,5,0,NA,,,
15,F01,6,0,NA,,,
15,F01,7,0,NA,,,
15,F04,1,1,NA,,,
15,F04,2,0,NA,,,
15,F04,3,1,NA,,,
15,F04,4,0,NA,,,
15,F04,5,0,NA,,,
15,F04,6,0,NA,,,
15,F04,7,0,NA,,,
15,F04,8,0,NA,,,
15,F04,9,0,NA,,,
15,F08,1,1,NA,,,
15,F08,2,1,NA,,,
15,F08,3,0,NA,,,
15,F08,4,0,NA,,,
15,F08,5,0,NA,,,
15,F08,6,0,NA,,,
15,F08,7,0,NA,,,
15,F08,8,0,NA,,,
15,F08,9,0,NA,,,
15,F08,10,0,NA,,,
15,F08,11,0,NA,,,
15,F08,12,0,NA,,,
15,F08,13,0,NA,,,
15,F12,1,0,NA,,,
15,F12,2,0,NA,,,
15,F12,3,0,NA,,,
15,F12,4,0,NA,,,
15,F12,5,0,NA,,,
15,F12,6,0,NA,,,
15,F12,7,0,NA,,,
15,F17,1,0,NA,,,
15,F17,2,0,NA,,,
15,F17,3,0,NA,,,
15,F17,4,0,NA,,,
15,F17,5,0,NA,,,
15,F17,6,0,NA,,,
15,F18,1,0,NA,,,
15,F18,2,0,NA,,,
15,F18,3,0,NA,,,
15,F18,4,0,NA,,,
16,F01,1,1,NA,,,
16,F01,2,0,NA,,,
16,F01,3,0,NA,,,
16,F01,4,0,NA,,,
16,F01,5,0,NA,,,
16,F01,6,0,NA,,,
16,F01,7,0,NA,,,
16,F04,1,1,taeglich,,,
16,F04,2,1,taeglich,,,
16,F04,3,0,NA,,,
16,F04,4,1,woechentlich,,,
16,F04,5,0,NA,,,
16,F04,6,0,NA,,,
16,F04,7,0,NA,,,
16,F04,8,0,NA,,,
16,F04,9,0,NA,,,
16,F08,1,1,NA,,,
16,F08,2,1,NA,,,
16,F08,3,0,NA,,,
16,F08,4,0,NA,,,
16,F08,5,0,NA,,,
16,F08,6,0,NA,,,
16,F08,7,1,NA,,,
16,F08,8,1,NA,,,
16,F08,9,0,NA,,,
16,F08,10,1,NA,,,
16,F08,11,1,NA,,,
16,F08,12,0,NA,,,
16,F08,13,1,NA,,,
16,F12,1,1,NA,,,
16,F12,2,1,NA,,,
16,F12,3,1,NA,,,
16,F12,4,1,NA,,,
16,F12,5,1,NA,,,
16,F12,6,1,NA,,,
16,F12,7,0,NA,,,
16,F17,1,0,NA,,,
16,F17,2,0,NA,,,
16,F17,3,0,NA,,,
16,F17,4,1,NA,,,
16,F17,5,0,NA,,,
16,F17,6,0,NA,,,
16,F18,1,0,NA,,,
16,F18,2,0,NA,,,
16,F18,3,0,NA,,,
16,F18,4,1,NA,,,
17,F01,1,1,NA,,,
17,F01,2,0,NA,,,
17,F01,3,0,NA,,,
17,F01,4,0,NA,,,
17,F01,5,0,NA,,,
17,F01,6,0,NA,,,
17,F01,7,0,NA,,,
17,F04,1,1,taeglich,,,
17,F04,2,1,woechentlich,,,
17,F04,3,1,woechentlich,,,
17,F04,4,1,taeglich,,,
17,F04,5,0,NA,,,
17,F04,6,0,NA,,,
17,F04,7,0,NA,,,
17,F04,8,0,NA,,,
17,F04,9,0,NA,,,
17,F08,1,1,NA,,,
17,F08,2,0,NA,,,
17,F08,3,0,NA,,,
17,F08,4,0,NA,,,
17,F08,5,1,NA,,,
17,F08,6,0,NA,,,
17,F08,7,1,NA,,,
17,F08,8,1,NA,,,
17,F08,9,1,NA,,,
17,F08,10,1,NA,,,
17,F08,11,0,NA,,,
17,F08,12,0,NA,,,
17,F08,13,0,NA,,,
17,F12,1,1,NA,,,
17,F12,2,0,NA,,,
17,F12,3,0,NA,,,
17,F12,4,1,NA,,,
17,F12,5,1,NA,,,
17,F12,6,1,NA,,,
17,F12,7,0,NA,,,
17,F17,1,0,NA,,,
17,F17,2,0,NA,,,
17,F17,3,1,NA,,,
17,F17,4,0,NA,,,
17,F17,5,0,NA,,,
17,F17,6,0,NA,,,
17,F18,1,0,NA,,,
17,F18,2,0,NA,,,
17,F18,3,1,NA,,,
17,F18,4,0,NA,,,
18,F01,1,0,NA,,,
18,F01,2,0,NA,,,
18,F01,3,1,NA,,,
18,F01,4,0,NA,,,
18,F01,5,0,NA,,,
18,F01,6,0,NA,,,
18,F01,7,0,NA,,,
18,F04,1,1,woechentlich,,,
18,F04,2,0,NA,,,
18,F04,3,1,woechentlich,,,
18,F04,4,0,NA,,,
18,F04,5,0,NA,,,
18,F04,6,0,NA,,,
18,F04,7,0,NA,,,
18,F04,8,0,NA,,,
18,F04,9,0,NA,,,
18,F08,1,1,NA,,,
18,F08,2,0,NA,,,
18,F08,3,0,NA,,,
18,F08,4,0,NA,,,
18,F08,5,0,NA,,,
18,F08,6,0,NA,,,
18,F08,7,1,NA,,,
18,F08,8,0,NA,,,
18,F08,9,1,NA,,,
18,F08,10,0,NA,,,
18,F08,11,1,NA,,,
18,F08,12,0,NA,,,
18,F08,13,0,NA,,,
18,F12,1,0,NA,,,
18,F12,2,0,NA,,,
18,F12,3,0,NA,,,
18,F12,4,1,NA,,,
18,F12,5,0,NA,,,
18,F12,6,0,NA,,,
18,F12,7,0,NA,,,
18,F17,1,0,NA,,,
18,F17,2,0,NA,,,
18,F17,3,0,NA,,,
18,F17,4,1,NA,,,
18,F17,5,0,NA,,,
18,F17,6,0,NA,,,
18,F18,1,0,NA,,,
18,F18,2,0,NA,,,
18,F18,3,0,NA,,,
18,F18,4,1,NA,,,
19,F01,1,1,NA,,,
19,F01,2,0,NA,,,
19,F01,3,0,NA,,,
19,F01,4,0,NA,,,
19,F01,5,0,NA,,,
19,F01,6,0,NA,,,
19,F01,7,0,NA,,,
19,F04,1,1,taeglich,,,
19,F04,2,1,woechentlich,,,
19,F04,3,0,NA,,,
19,F04,4,0,NA,,,
19,F04,5,0,NA,,,
19,F04,6,0,NA,,,
19,F04,7,0,NA,,,
19,F04,8,0,NA,,,
19,F04,9,0,NA,,,
19,F08,1,0,NA,,,
19,F08,2,0,NA,,,
19,F08,3,0,NA,,,
19,F08,4,0,NA,,,
19,F08,5,0,NA,,,
19,F08,6,0,NA,,,
19,F08,7,1,NA,,,
19,F08,8,0,NA,,,
19,F08,9,1,NA,,,
19,F08,10,0,NA,,,
19,F08,11,0,NA,,,
19,F08,12,0,NA,,,
19,F08,13,0,NA,,,
19,F12,1,0,NA,,,
19,F12,2,0,NA,,,
19,F12,3,0,NA,,,
19,F12,4,0,NA,,,
19,F12,5,0,NA,,,
19,F12,6,0,NA,,,
19,F12,7,0,NA,,,
19,F17,1,0,NA,,,
19,F17,2,1,NA,,,
19,F17,3,0,NA,,,
19,F17,4,0,NA,,,
19,F17,5,0,NA,,,
19,F17,6,0,NA,,,
19,F18,1,0,NA,,,
19,F18,2,0,NA,,,
19,F18,3,0,NA,,,
19,F18,4,1,NA,,,
20,F01,1,1,NA,,,
20,F01,2,0,NA,,,
20,F01,3,0,NA,,,
20,F01,4,0,NA,,,
20,F01,5,0,NA,,,
20,F01,6,0,NA,,,
20,F01,7,0,NA,,,
20,F04,1,1,taeglich,,,
20,F04,2,1,taeglich,,,
20,F04,3,1,woechentlich,,,
20,F04,4,0,NA,,,
20,F04,5,1,monatlich,,,
20,F04,6,0,NA,,,
20,F04,7,0,NA,,,
20,F04,8,0,NA,,,
20,F04,9,0,NA,,,
20,F08,1,0,NA,,,
20,F08,2,1,NA,,,
20,F08,3,0,NA,,,
20,F08,4,0,NA,,,
20,F08,5,0,NA,,,
20,F08,6,0,NA,,,
20,F08,7,0,NA,,,
20,F08,8,1,NA,,,
20,F08,9,0,NA,,,
20,F08,10,0,NA,,,
20,F08,11,1,NA,,,
20,F08,12,0,NA,,,
20,F08,13,0,NA,,,
20,F12,1,0,NA,,,
20,F12,2,0,NA,,,
20,F12,3,0,NA,,,
20,F12,4,0,NA,,,
20,F12,5,0,NA,,,
20,F12,6,0,NA,,,
20,F12,7,0,NA,,,
20,F17,1,0,NA,,,
20,F17,2,0,NA,,,
20,F17,3,1,NA,,,
20,F17,4,0,NA,,,
20,F17,5,0,NA,,,
20,F17,6,0,NA,,,
20,F18,1,0,NA,,,
20,F18,2,0,NA,,,
20,F18,3,0,NA,,,
20,F18,4,1,NA,,,
